cpu,memory,restart,anomaly,cpu_memory_ratio
96,165,0,0,0.5818181818181818
27,553,5,1,0.048824593128390596
47,423,2,0,0.1111111111111111
75,934,1,0,0.08029978586723768
7,849,1,0,0.008244994110718492
67,963,4,0,0.0695742471443406
73,968,1,0,0.07541322314049587
97,715,1,0,0.13566433566433567
44,712,4,0,0.06179775280898876
8,669,3,0,0.01195814648729447
41,956,2,0,0.04288702928870293
13,246,1,0,0.052845528455284556
7,171,0,0,0.04093567251461988
63,625,0,0,0.1008
51,252,3,0,0.20238095238095238
76,894,0,0,0.08501118568232663
95,731,4,0,0.12995896032831739
5,699,1,0,0.00715307582260372
62,514,1,0,0.12062256809338522
92,165,1,0,0.5575757575757576
26,571,4,0,0.04553415061295972
26,597,4,0,0.04355108877721943
69,836,5,1,0.08253588516746412
95,960,4,1,0.09895833333333333
80,273,4,0,0.29304029304029305
39,234,4,0,0.16666666666666666
91,603,4,0,0.15091210613598674
78,231,3,0,0.33766233766233766
17,788,2,0,0.021573604060913704
34,926,4,0,0.0367170626349892
94,444,1,0,0.21171171171171171
33,188,0,0,0.17553191489361702
74,465,1,0,0.15913978494623657
100,946,1,1,0.10570824524312897
6,249,3,0,0.024096385542168676
30,826,3,0,0.03631961259079903
50,705,2,0,0.07092198581560284
69,277,5,1,0.2490974729241877
43,888,0,0,0.04842342342342342
37,821,1,0,0.04506699147381242
8,838,4,0,0.00954653937947494
7,418,2,0,0.01674641148325359
17,373,4,0,0.045576407506702415
50,629,4,0,0.0794912559618442
63,291,0,0,0.21649484536082475
69,184,0,0,0.375
8,736,0,0,0.010869565217391304
57,245,3,0,0.23265306122448978
6,493,1,0,0.012170385395537525
51,702,1,0,0.07264957264957266
38,514,1,0,0.07392996108949416
60,989,4,0,0.06066734074823053
38,395,5,1,0.09620253164556962
67,392,3,0,0.17091836734693877
53,329,1,0,0.16109422492401215
97,294,5,1,0.3299319727891156
21,752,5,1,0.027925531914893616
96,459,1,0,0.20915032679738563
58,556,3,0,0.10431654676258993
60,391,2,0,0.1534526854219949
14,771,0,0,0.018158236057068743
28,126,4,0,0.2222222222222222
93,117,3,0,0.7948717948717948
70,841,2,0,0.08323424494649227
56,820,0,0,0.06829268292682927
95,929,1,1,0.10226049515608181
24,874,3,0,0.02745995423340961
71,133,2,0,0.5338345864661654
21,781,4,0,0.026888604353393086
45,473,2,0,0.09513742071881606
79,955,2,0,0.08272251308900523
30,527,1,0,0.056925996204933584
64,408,2,0,0.1568627450980392
25,663,5,1,0.03770739064856712
35,930,4,0,0.03763440860215054
28,858,4,0,0.03263403263403263
73,758,0,0,0.09630606860158311
67,544,0,0,0.12316176470588236
51,510,3,0,0.1
40,617,4,0,0.06482982171799027
85,189,2,0,0.4497354497354497
27,730,2,0,0.036986301369863014
46,539,2,0,0.08534322820037106
62,222,4,0,0.27927927927927926
14,519,3,0,0.02697495183044316
88,229,3,0,0.38427947598253276
52,975,0,0,0.05333333333333334
72,995,4,0,0.07236180904522613
94,828,4,1,0.11352657004830918
7,367,3,0,0.01907356948228883
75,912,5,1,0.08223684210526316
100,979,2,1,0.10214504596527069
84,182,1,0,0.46153846153846156
81,802,4,0,0.10099750623441396
72,939,3,0,0.07667731629392971
27,103,0,0,0.2621359223300971
18,186,5,1,0.0967741935483871
60,507,3,0,0.11834319526627218
41,575,3,0,0.07130434782608695
65,438,4,0,0.14840182648401826
20,377,0,0,0.05305039787798409
40,574,4,0,0.06968641114982578
100,438,4,0,0.228310502283105
12,606,2,0,0.019801980198019802
42,236,1,0,0.17796610169491525
27,300,5,1,0.09
76,835,4,0,0.09101796407185629
21,317,2,0,0.06624605678233439
33,964,4,0,0.03423236514522822
48,253,3,0,0.18972332015810275
34,168,3,0,0.20238095238095238
46,391,1,0,0.11764705882352941
41,717,5,1,0.05718270571827057
72,133,5,1,0.5413533834586466
99,944,4,1,0.1048728813559322
91,716,4,0,0.1270949720670391
6,646,3,0,0.009287925696594427
100,785,5,1,0.12738853503184713
65,594,1,0,0.10942760942760943
28,138,0,0,0.2028985507246377
83,558,4,0,0.14874551971326164
38,746,2,0,0.05093833780160858
35,491,2,0,0.07128309572301425
77,605,2,0,0.12727272727272726
84,524,3,0,0.16030534351145037
11,191,5,1,0.05759162303664921
39,522,3,0,0.07471264367816093
66,582,0,0,0.1134020618556701
100,637,1,0,0.15698587127158556
45,807,3,0,0.055762081784386616
86,973,3,0,0.08838643371017471
85,419,5,1,0.20286396181384247
91,323,2,0,0.28173374613003094
9,300,4,0,0.03
60,762,4,0,0.07874015748031496
32,770,0,0,0.04155844155844156
15,554,1,0,0.02707581227436823
79,741,4,0,0.10661268556005399
26,405,1,0,0.06419753086419754
7,185,5,1,0.03783783783783784
19,786,1,0,0.024173027989821884
71,120,5,1,0.5916666666666667
84,281,0,0,0.298932384341637
98,974,1,1,0.10061601642710473
37,182,0,0,0.2032967032967033
20,547,2,0,0.03656307129798903
25,494,3,0,0.05060728744939271
41,308,5,1,0.1331168831168831
87,338,5,1,0.257396449704142
10,107,0,0,0.09345794392523364
27,832,2,0,0.03245192307692308
90,817,0,0,0.11015911872705018
53,160,4,0,0.33125
56,353,2,0,0.15864022662889518
6,512,1,0,0.01171875
83,460,2,0,0.18043478260869567
57,117,1,0,0.48717948717948717
20,168,4,0,0.11904761904761904
8,896,0,0,0.008928571428571428
79,998,3,0,0.07915831663326653
9,965,0,0,0.00932642487046632
20,665,1,0,0.03007518796992481
72,257,3,0,0.2801556420233463
5,522,3,0,0.009578544061302681
14,118,5,1,0.11864406779661017
98,500,5,1,0.196
22,306,4,0,0.0718954248366013
40,696,0,0,0.05747126436781609
27,515,5,1,0.05242718446601942
41,438,5,1,0.09360730593607305
28,897,3,0,0.03121516164994426
64,470,3,0,0.13617021276595745
98,723,2,0,0.1355463347164592
27,110,2,0,0.24545454545454545
40,582,0,0,0.06872852233676977
5,500,1,0,0.01
25,976,1,0,0.025614754098360656
59,364,5,1,0.1620879120879121
65,942,0,0,0.06900212314225053
76,433,5,1,0.17551963048498845
86,647,2,0,0.13292117465224113
21,370,3,0,0.05675675675675676
27,270,0,0,0.1
11,396,1,0,0.027777777777777776
45,138,3,0,0.32608695652173914
74,531,4,0,0.1393596986817326
66,757,3,0,0.08718626155878467
9,438,3,0,0.02054794520547945
33,757,3,0,0.043593130779392336
18,270,4,0,0.06666666666666667
65,600,4,0,0.10833333333333334
23,685,4,0,0.033576642335766425
85,151,4,0,0.5629139072847682
8,895,4,0,0.008938547486033519
42,293,4,0,0.14334470989761092
75,686,1,0,0.10932944606413994
78,599,1,0,0.1302170283806344
20,146,5,1,0.136986301369863
82,651,3,0,0.1259600614439324
92,954,3,1,0.09643605870020965
55,169,4,0,0.3254437869822485
26,366,3,0,0.07103825136612021
9,486,4,0,0.018518518518518517
18,704,2,0,0.02556818181818182
23,236,4,0,0.09745762711864407
51,911,0,0,0.05598243688254665
17,607,5,1,0.02800658978583196
13,524,4,0,0.02480916030534351
10,126,5,1,0.07936507936507936
62,194,0,0,0.31958762886597936
10,110,1,0,0.09090909090909091
23,126,3,0,0.18253968253968253
37,159,1,0,0.23270440251572327
37,886,1,0,0.0417607223476298
100,853,2,1,0.11723329425556858
54,326,0,0,0.1656441717791411
79,391,5,1,0.2020460358056266
73,745,2,0,0.09798657718120805
15,627,3,0,0.023923444976076555
82,125,1,0,0.656
98,281,4,0,0.3487544483985765
39,264,0,0,0.14772727272727273
20,561,2,0,0.035650623885918005
37,940,4,0,0.039361702127659576
48,375,4,0,0.128
62,987,4,0,0.06281661600810537
9,923,3,0,0.009750812567713976
19,911,1,0,0.020856201975850714
27,777,3,0,0.03474903474903475
69,952,4,0,0.07247899159663866
38,637,0,0,0.059654631083202514
11,875,4,0,0.012571428571428572
29,336,2,0,0.08630952380952381
82,253,0,0,0.3241106719367589
74,230,4,0,0.3217391304347826
86,164,0,0,0.524390243902439
6,927,3,0,0.006472491909385114
59,285,2,0,0.20701754385964913
47,541,4,0,0.08687615526802218
25,539,2,0,0.04638218923933209
80,787,1,0,0.10165184243964422
86,615,5,1,0.13983739837398373
33,260,4,0,0.12692307692307692
37,137,2,0,0.27007299270072993
15,629,1,0,0.02384737678855326
76,759,2,0,0.10013175230566534
48,491,4,0,0.09775967413441955
95,210,3,0,0.4523809523809524
49,315,1,0,0.15555555555555556
86,659,2,0,0.13050075872534142
83,303,4,0,0.2739273927392739
32,488,2,0,0.06557377049180328
99,859,1,1,0.11525029103608847
67,492,5,1,0.13617886178861788
56,134,2,0,0.417910447761194
21,479,5,1,0.04384133611691023
11,759,4,0,0.014492753623188406
75,381,1,0,0.1968503937007874
58,981,5,1,0.059123343527013254
29,932,3,0,0.03111587982832618
49,609,4,0,0.08045977011494253
96,959,3,1,0.10010427528675704
77,757,1,0,0.10171730515191546
62,436,2,0,0.14220183486238533
74,835,2,0,0.08862275449101796
53,152,5,1,0.34868421052631576
60,495,1,0,0.12121212121212122
99,486,3,0,0.2037037037037037
23,507,1,0,0.045364891518737675
17,280,4,0,0.060714285714285714
13,926,5,1,0.014038876889848811
21,381,3,0,0.05511811023622047
9,582,1,0,0.015463917525773196
36,827,0,0,0.04353083434099154
22,743,5,1,0.029609690444145357
33,599,0,0,0.05509181969949917
27,266,5,1,0.10150375939849623
100,813,5,1,0.12300123001230012
13,588,1,0,0.022108843537414966
12,376,4,0,0.031914893617021274
69,495,3,0,0.1393939393939394
62,409,0,0,0.15158924205378974
18,766,4,0,0.02349869451697128
87,328,2,0,0.2652439024390244
5,553,0,0,0.009041591320072333
11,774,2,0,0.014211886304909561
43,381,1,0,0.11286089238845144
82,928,3,0,0.08836206896551724
57,752,0,0,0.07579787234042554
98,384,1,0,0.2552083333333333
65,217,5,1,0.2995391705069124
83,353,3,0,0.23512747875354106
16,972,1,0,0.01646090534979424
31,373,3,0,0.08310991957104558
70,408,4,0,0.1715686274509804
83,773,0,0,0.1073738680465718
66,858,1,0,0.07692307692307693
33,713,3,0,0.04628330995792426
27,967,3,0,0.027921406411582212
21,174,5,1,0.1206896551724138
94,183,1,0,0.5136612021857924
27,174,0,0,0.15517241379310345
93,461,4,0,0.2017353579175705
17,964,3,0,0.017634854771784232
64,825,5,1,0.07757575757575758
97,489,2,0,0.1983640081799591
44,662,3,0,0.06646525679758308
48,812,4,0,0.059113300492610835
44,434,5,1,0.10138248847926268
99,138,4,0,0.717391304347826
51,520,5,1,0.09807692307692308
30,412,2,0,0.07281553398058252
90,638,0,0,0.14106583072100312
52,723,1,0,0.07192254495159059
36,361,5,1,0.0997229916897507
10,319,2,0,0.03134796238244514
82,912,0,0,0.08991228070175439
55,268,2,0,0.20522388059701493
99,155,3,0,0.6387096774193548
20,660,1,0,0.030303030303030304
58,442,2,0,0.13122171945701358
53,338,4,0,0.15680473372781065
70,948,5,1,0.07383966244725738
64,870,5,1,0.0735632183908046
56,688,3,0,0.08139534883720931
93,470,2,0,0.19787234042553192
77,415,4,0,0.1855421686746988
87,794,2,0,0.10957178841309824
70,225,3,0,0.3111111111111111
8,374,1,0,0.0213903743315508
16,619,3,0,0.025848142164781908
50,832,4,0,0.06009615384615385
89,265,1,0,0.33584905660377357
76,327,0,0,0.2324159021406728
65,665,1,0,0.09774436090225563
100,524,5,1,0.19083969465648856
71,460,0,0,0.15434782608695652
8,197,2,0,0.04060913705583756
77,566,4,0,0.13604240282685512
37,321,2,0,0.11526479750778816
24,262,4,0,0.0916030534351145
77,850,5,1,0.09058823529411765
94,263,0,0,0.3574144486692015
91,404,2,0,0.22524752475247525
56,517,4,0,0.10831721470019343
7,260,2,0,0.026923076923076925
98,425,0,0,0.23058823529411765
62,667,5,1,0.09295352323838081
21,562,4,0,0.037366548042704624
63,898,5,1,0.07015590200445435
33,484,0,0,0.06818181818181818
61,283,5,1,0.21554770318021202
26,571,0,0,0.04553415061295972
20,542,5,1,0.03690036900369004
53,745,1,0,0.07114093959731543
21,478,5,1,0.043933054393305436
20,528,3,0,0.03787878787878788
21,730,1,0,0.028767123287671233
75,965,1,0,0.07772020725388601
79,191,2,0,0.41361256544502617
92,424,1,0,0.2169811320754717
82,265,1,0,0.30943396226415093
8,454,0,0,0.01762114537444934
12,305,2,0,0.03934426229508197
53,280,2,0,0.18928571428571428
18,420,5,1,0.04285714285714286
92,489,3,0,0.18813905930470348
69,646,0,0,0.10681114551083591
20,962,4,0,0.02079002079002079
95,528,1,0,0.17992424242424243
19,974,4,0,0.019507186858316223
26,154,4,0,0.16883116883116883
31,623,5,1,0.04975922953451043
79,656,0,0,0.12042682926829268
49,793,4,0,0.0617906683480454
19,795,3,0,0.02389937106918239
57,627,3,0,0.09090909090909091
34,222,2,0,0.15315315315315314
80,297,5,1,0.26936026936026936
46,662,1,0,0.06948640483383686
49,596,0,0,0.08221476510067115
21,558,0,0,0.03763440860215054
48,977,3,0,0.04912998976458546
57,114,2,0,0.5
74,393,2,0,0.18829516539440203
98,964,0,1,0.1016597510373444
13,334,4,0,0.038922155688622756
36,215,0,0,0.16744186046511628
15,784,3,0,0.01913265306122449
16,851,1,0,0.01880141010575793
19,912,2,0,0.020833333333333332
58,777,3,0,0.07464607464607464
14,462,4,0,0.030303030303030304
99,636,5,1,0.15566037735849056
54,718,2,0,0.07520891364902507
16,377,2,0,0.042440318302387266
53,347,4,0,0.15273775216138327
37,261,1,0,0.1417624521072797
29,543,5,1,0.053406998158379376
11,463,3,0,0.023758099352051837
86,465,0,0,0.18494623655913978
91,968,2,1,0.09400826446280992
16,979,0,0,0.01634320735444331
6,265,3,0,0.022641509433962263
10,869,2,0,0.011507479861910242
100,249,0,0,0.40160642570281124
19,550,5,1,0.034545454545454546
11,637,0,0,0.01726844583987441
52,965,3,0,0.0538860103626943
36,587,5,1,0.06132879045996593
38,731,3,0,0.05198358413132695
6,455,4,0,0.013186813186813187
96,260,5,1,0.36923076923076925
28,341,2,0,0.08211143695014662
49,748,0,0,0.06550802139037433
87,635,1,0,0.13700787401574804
47,710,2,0,0.06619718309859154
85,312,4,0,0.2724358974358974
69,893,0,0,0.07726763717805152
45,472,1,0,0.09533898305084745
82,200,5,1,0.41
75,395,0,0,0.189873417721519
70,297,3,0,0.2356902356902357
42,100,2,0,0.42
50,603,2,0,0.08291873963515754
56,944,0,0,0.059322033898305086
98,280,5,1,0.35
54,524,4,0,0.10305343511450382
94,822,0,1,0.11435523114355231
43,489,2,0,0.08793456032719836
84,962,0,0,0.08731808731808732
62,382,4,0,0.16230366492146597
97,978,3,1,0.09918200408997956
75,127,1,0,0.5905511811023622
68,677,1,0,0.10044313146233383
81,420,3,0,0.19285714285714287
10,202,2,0,0.04950495049504951
41,492,1,0,0.08333333333333333
11,457,1,0,0.024070021881838075
76,654,5,1,0.1162079510703364
68,980,2,0,0.06938775510204082
43,757,5,1,0.05680317040951123
85,860,4,0,0.09883720930232558
65,587,5,1,0.11073253833049404
15,117,2,0,0.1282051282051282
97,737,1,0,0.13161465400271372
54,453,1,0,0.11920529801324503
6,173,1,0,0.03468208092485549
74,574,0,0,0.1289198606271777
19,863,0,0,0.0220162224797219
56,776,5,1,0.07216494845360824
83,282,1,0,0.29432624113475175
14,112,3,0,0.125
41,480,0,0,0.08541666666666667
42,353,1,0,0.11898016997167139
32,228,1,0,0.14035087719298245
10,198,1,0,0.050505050505050504
40,695,1,0,0.05755395683453238
99,716,4,0,0.138268156424581
21,548,3,0,0.03832116788321168
63,105,4,0,0.6
19,120,5,1,0.15833333333333333
14,191,2,0,0.07329842931937172
18,608,2,0,0.029605263157894735
80,730,1,0,0.1095890410958904
19,564,0,0,0.03368794326241135
15,220,1,0,0.06818181818181818
24,966,4,0,0.024844720496894408
9,884,0,0,0.010180995475113122
67,533,2,0,0.12570356472795496
40,562,1,0,0.0711743772241993
29,788,1,0,0.03680203045685279
89,363,3,0,0.24517906336088155
86,627,1,0,0.1371610845295056
46,498,0,0,0.09236947791164658
79,178,3,0,0.4438202247191011
20,463,4,0,0.04319654427645788
11,302,3,0,0.03642384105960265
57,184,4,0,0.30978260869565216
58,455,5,1,0.12747252747252746
41,907,1,0,0.04520396912899669
86,612,5,1,0.14052287581699346
37,879,5,1,0.04209328782707622
17,656,5,1,0.025914634146341462
17,395,5,1,0.043037974683544304
47,894,4,0,0.052572706935123045
34,287,3,0,0.11846689895470383
92,874,5,1,0.10526315789473684
91,688,5,1,0.13226744186046513
20,804,2,0,0.024875621890547265
85,170,3,0,0.5
35,695,0,0,0.050359712230215826
41,996,1,0,0.04116465863453815
53,788,0,0,0.06725888324873096
80,944,0,0,0.0847457627118644
81,378,2,0,0.21428571428571427
92,199,0,0,0.4623115577889447
59,159,1,0,0.3710691823899371
79,614,5,1,0.12866449511400652
27,582,2,0,0.04639175257731959
81,844,5,1,0.09597156398104266
24,120,4,0,0.2
40,975,5,1,0.041025641025641026
97,334,1,0,0.2904191616766467
31,707,3,0,0.04384724186704385
48,941,2,0,0.05100956429330499
95,978,1,1,0.09713701431492842
37,520,0,0,0.07115384615384615
20,886,0,0,0.022573363431151242
17,760,0,0,0.02236842105263158
82,802,2,0,0.10224438902743142
79,182,3,0,0.4340659340659341
74,266,2,0,0.2781954887218045
10,947,0,0,0.010559662090813094
39,454,2,0,0.08590308370044053
21,684,0,0,0.03070175438596491
88,343,5,1,0.2565597667638484
11,196,2,0,0.05612244897959184
15,331,1,0,0.045317220543806644
55,674,2,0,0.08160237388724036
61,976,0,0,0.0625
11,308,0,0,0.03571428571428571
67,180,0,0,0.37222222222222223
82,902,1,0,0.09090909090909091
35,335,4,0,0.1044776119402985
99,299,1,0,0.3311036789297659
42,547,1,0,0.07678244972577697
57,519,1,0,0.10982658959537572
30,116,4,0,0.25862068965517243
76,650,4,0,0.11692307692307692
33,705,5,1,0.04680851063829787
37,604,3,0,0.061258278145695365
9,484,3,0,0.01859504132231405
45,682,0,0,0.06598240469208211
44,918,3,0,0.04793028322440087
70,238,5,1,0.29411764705882354
94,798,4,0,0.11779448621553884
47,109,3,0,0.43119266055045874
41,587,2,0,0.06984667802385008
85,232,5,1,0.36637931034482757
92,764,2,0,0.12041884816753927
79,128,0,0,0.6171875
93,643,5,1,0.14463452566096424
15,857,1,0,0.01750291715285881
78,689,4,0,0.11320754716981132
59,332,2,0,0.17771084337349397
79,669,2,0,0.11808669656203288
5,298,5,1,0.016778523489932886
48,122,3,0,0.39344262295081966
19,885,1,0,0.021468926553672316
28,525,0,0,0.05333333333333334
83,955,4,0,0.08691099476439791
17,543,1,0,0.03130755064456722
77,753,2,0,0.10225763612217796
52,804,3,0,0.06467661691542288
69,884,3,0,0.07805429864253394
5,599,1,0,0.008347245409015025
63,849,4,0,0.07420494699646643
71,966,4,0,0.07349896480331262
51,192,3,0,0.265625
51,103,5,1,0.49514563106796117
37,339,5,1,0.10914454277286136
56,946,4,0,0.05919661733615222
37,719,1,0,0.05146036161335188
100,966,5,1,0.10351966873706005
91,456,1,0,0.19956140350877194
90,733,4,0,0.12278308321964529
34,880,4,0,0.038636363636363635
67,830,3,0,0.08072289156626505
52,539,4,0,0.09647495361781076
38,772,2,0,0.04922279792746114
96,275,3,0,0.3490909090909091
61,428,2,0,0.1425233644859813
47,503,2,0,0.09343936381709742
43,875,0,0,0.04914285714285714
23,343,0,0,0.06705539358600583
42,886,3,0,0.04740406320541761
5,955,2,0,0.005235602094240838
29,105,3,0,0.2761904761904762
47,578,2,0,0.08131487889273356
22,978,4,0,0.022494887525562373
35,286,0,0,0.12237762237762238
76,613,4,0,0.12398042414355628
57,361,1,0,0.15789473684210525
15,712,0,0,0.021067415730337078
76,830,1,0,0.09156626506024096
71,877,1,0,0.08095781071835804
42,384,0,0,0.109375
46,268,3,0,0.17164179104477612
74,623,1,0,0.1187800963081862
34,362,4,0,0.09392265193370165
69,872,5,1,0.07912844036697247
60,260,4,0,0.23076923076923078
37,959,3,0,0.03858185610010428
5,955,5,1,0.005235602094240838
61,691,5,1,0.08827785817655572
100,842,5,1,0.1187648456057007
56,218,4,0,0.25688073394495414
63,901,5,1,0.06992230854605994
16,575,3,0,0.02782608695652174
84,228,5,1,0.3684210526315789
16,548,1,0,0.029197080291970802
79,667,5,1,0.1184407796101949
21,746,2,0,0.028150134048257374
27,489,2,0,0.05521472392638037
46,972,0,0,0.047325102880658436
60,750,0,0,0.08
51,975,2,0,0.052307692307692305
62,342,3,0,0.18128654970760233
71,247,5,1,0.2874493927125506
72,931,1,0,0.07733619763694952
58,462,3,0,0.12554112554112554
42,276,1,0,0.15217391304347827
57,290,2,0,0.19655172413793104
93,539,1,0,0.1725417439703154
78,421,4,0,0.18527315914489312
15,681,3,0,0.022026431718061675
79,224,1,0,0.35267857142857145
19,877,2,0,0.021664766248574687
68,623,2,0,0.10914927768860354
7,398,1,0,0.017587939698492462
33,334,4,0,0.09880239520958084
8,810,0,0,0.009876543209876543
54,437,0,0,0.12356979405034325
6,748,4,0,0.008021390374331552
74,964,1,0,0.07676348547717843
51,568,0,0,0.0897887323943662
23,709,4,0,0.03244005641748942
94,876,0,1,0.10730593607305935
8,812,5,1,0.009852216748768473
60,107,2,0,0.5607476635514018
29,950,1,0,0.030526315789473683
17,965,4,0,0.017616580310880828
90,390,1,0,0.23076923076923078
24,322,1,0,0.07453416149068323
71,845,2,0,0.08402366863905325
12,690,4,0,0.017391304347826087
49,146,1,0,0.3356164383561644
51,660,4,0,0.07727272727272727
80,943,3,0,0.08483563096500531
91,443,1,0,0.2054176072234763
77,107,0,0,0.719626168224299
30,509,4,0,0.05893909626719057
35,815,1,0,0.04294478527607362
85,179,2,0,0.4748603351955307
51,717,4,0,0.07112970711297072
7,608,4,0,0.011513157894736841
90,988,5,1,0.09109311740890688
43,605,4,0,0.07107438016528926
49,990,1,0,0.049494949494949494
77,949,3,0,0.08113804004214963
16,796,4,0,0.020100502512562814
74,438,4,0,0.1689497716894977
7,280,0,0,0.025
20,815,2,0,0.024539877300613498
10,186,4,0,0.053763440860215055
87,591,0,0,0.14720812182741116
69,481,5,1,0.14345114345114346
77,398,3,0,0.1934673366834171
91,298,4,0,0.3053691275167785
86,993,2,0,0.0866062437059416
66,878,3,0,0.07517084282460136
30,590,5,1,0.05084745762711865
78,383,5,1,0.20365535248041775
72,312,1,0,0.23076923076923078
90,655,0,0,0.13740458015267176
54,900,4,0,0.06
79,673,4,0,0.11738484398216939
37,138,0,0,0.26811594202898553
73,602,3,0,0.1212624584717608
48,459,5,1,0.10457516339869281
54,169,0,0,0.31952662721893493
17,322,4,0,0.052795031055900624
90,690,3,0,0.13043478260869565
31,750,2,0,0.04133333333333333
13,100,5,1,0.13
81,265,0,0,0.30566037735849055
18,350,5,1,0.05142857142857143
77,589,1,0,0.1307300509337861
15,746,2,0,0.020107238605898123
16,524,1,0,0.030534351145038167
85,991,0,0,0.08577194752774975
100,920,0,1,0.10869565217391304
13,310,1,0,0.041935483870967745
56,953,0,0,0.05876180482686254
38,101,1,0,0.37623762376237624
86,493,3,0,0.1744421906693712
41,240,0,0,0.17083333333333334
28,152,5,1,0.18421052631578946
83,800,3,0,0.10375
57,133,0,0,0.42857142857142855
45,582,1,0,0.07731958762886598
66,833,3,0,0.07923169267707082
71,686,0,0,0.10349854227405247
93,229,2,0,0.40611353711790393
41,165,3,0,0.24848484848484848
35,933,5,1,0.03751339764201501
98,252,1,0,0.3888888888888889
75,584,4,0,0.1284246575342466
21,370,0,0,0.05675675675675676
14,192,1,0,0.07291666666666667
53,220,1,0,0.2409090909090909
7,340,2,0,0.020588235294117647
67,353,5,1,0.18980169971671387
70,516,0,0,0.13565891472868216
79,843,5,1,0.0937129300118624
78,722,5,1,0.10803324099722991
68,268,0,0,0.2537313432835821
11,981,0,0,0.011213047910295617
36,500,4,0,0.072
61,811,2,0,0.0752157829839704
82,283,4,0,0.28975265017667845
87,844,1,0,0.10308056872037914
70,985,0,0,0.07106598984771574
58,682,4,0,0.08504398826979472
81,929,5,1,0.08719052744886975
5,919,0,0,0.00544069640914037
66,472,1,0,0.13983050847457626
68,138,0,0,0.4927536231884058
72,159,4,0,0.4528301886792453
99,877,2,1,0.11288483466362599
86,493,4,0,0.1744421906693712
75,482,1,0,0.15560165975103735
10,342,4,0,0.029239766081871343
45,555,0,0,0.08108108108108109
12,368,4,0,0.03260869565217391
57,632,4,0,0.09018987341772151
44,891,3,0,0.04938271604938271
37,921,5,1,0.04017372421281216
53,835,3,0,0.06347305389221557
12,144,2,0,0.08333333333333333
74,599,4,0,0.12353923205342238
76,849,3,0,0.0895170789163722
49,890,2,0,0.0550561797752809
17,383,5,1,0.044386422976501305
66,368,0,0,0.1793478260869565
16,562,2,0,0.028469750889679714
39,997,5,1,0.03911735205616851
5,308,5,1,0.016233766233766232
48,409,4,0,0.11735941320293398
12,690,2,0,0.017391304347826087
30,569,4,0,0.05272407732864675
10,539,2,0,0.01855287569573284
35,790,2,0,0.04430379746835443
90,244,3,0,0.36885245901639346
74,629,1,0,0.11764705882352941
98,536,1,0,0.1828358208955224
76,237,4,0,0.3206751054852321
31,717,3,0,0.043235704323570434
23,462,4,0,0.049783549783549784
6,662,0,0,0.00906344410876133
18,303,5,1,0.0594059405940594
5,345,1,0,0.014492753623188406
38,370,5,1,0.10270270270270271
88,988,1,0,0.08906882591093117
49,979,4,0,0.05005107252298264
98,426,1,0,0.2300469483568075
55,159,1,0,0.34591194968553457
5,521,5,1,0.009596928982725527
22,965,1,0,0.022797927461139896
22,151,3,0,0.1456953642384106
32,887,5,1,0.036076662908680945
68,533,0,0,0.1275797373358349
59,338,4,0,0.17455621301775148
90,794,1,0,0.11335012594458438
39,856,4,0,0.0455607476635514
41,913,2,0,0.044906900328587074
9,673,2,0,0.01337295690936107
24,536,5,1,0.04477611940298507
14,298,3,0,0.04697986577181208
51,428,2,0,0.1191588785046729
60,462,2,0,0.12987012987012986
23,978,2,0,0.023517382413087935
49,582,0,0,0.08419243986254296
39,473,3,0,0.0824524312896406
71,403,4,0,0.1761786600496278
53,622,3,0,0.08520900321543408
74,971,0,0,0.07621009268795056
54,970,1,0,0.05567010309278351
56,432,2,0,0.12962962962962962
22,497,4,0,0.04426559356136821
14,303,4,0,0.0462046204620462
39,637,5,1,0.061224489795918366
9,109,1,0,0.08256880733944955
62,856,4,0,0.07242990654205607
50,111,3,0,0.45045045045045046
19,941,3,0,0.020191285866099893
98,813,1,1,0.12054120541205413
60,127,2,0,0.47244094488188976
55,533,1,0,0.10318949343339587
90,765,0,0,0.11764705882352941
75,534,2,0,0.1404494382022472
42,758,1,0,0.055408970976253295
6,648,5,1,0.009259259259259259
21,137,3,0,0.15328467153284672
48,811,1,0,0.059186189889025895
94,792,5,1,0.11868686868686869
63,912,4,0,0.06907894736842106
77,955,1,0,0.0806282722513089
43,155,5,1,0.27741935483870966
47,751,5,1,0.06258322237017311
29,693,3,0,0.04184704184704185
11,319,3,0,0.034482758620689655
7,852,3,0,0.008215962441314555
97,381,5,1,0.2545931758530184
10,106,3,0,0.09433962264150944
8,848,4,0,0.009433962264150943
24,568,1,0,0.04225352112676056
28,828,3,0,0.033816425120772944
83,164,4,0,0.5060975609756098
63,843,5,1,0.07473309608540925
88,489,5,1,0.17995910020449898
85,420,1,0,0.20238095238095238
49,658,1,0,0.07446808510638298
69,553,0,0,0.12477396021699819
39,359,0,0,0.10863509749303621
21,756,0,0,0.027777777777777776
29,892,4,0,0.032511210762331835
88,285,4,0,0.3087719298245614
51,391,0,0,0.13043478260869565
50,961,1,0,0.05202913631633715
67,505,4,0,0.13267326732673268
53,219,1,0,0.2420091324200913
13,449,2,0,0.028953229398663696
10,754,1,0,0.013262599469496022
13,873,5,1,0.014891179839633447
58,796,5,1,0.0728643216080402
36,131,1,0,0.2748091603053435
11,387,0,0,0.028423772609819122
85,395,1,0,0.21518987341772153
